# batch-226

---

## 13042: 法人税額等更正処分等取消請求控訴事件

**東京高等裁判所 平成29年8月28日判決 | 控訴棄却**

### 結論
2. 東日本大震災・福島第一原発事故により損害発生
3. 原告はEから損害賠償金として合計約5億9310万円を受領
4. 原告は本件賠償金を特別利益に計上し、所得金額から減算して確定申告
5. 処分行政庁が本件賠償金は損金算入不可として更正処分及び過少申告加算税賦課決定処分
6. 原告が処分取消訴訟を提起

**金額等**
- 本件賠償金合計：5億9310万0316円
  - 平成25年3月28日受領分：9321万6090円
  - 平成25年7月25日受領分：4億1563万8456円
  - 平成26年2月10日受領分：8424万5770円

### 争点
1. 本件賠償金が損金算入されるべきか（口蹄疫免税臨特法の類推適用の可否）
2. 原告を復興特別法人税の納税義務者から除外すべきか
3. 過少申告について「正当な理由」があるか

### 裁判所の判断

**損金算入の可否（争点1）について**
- 本件賠償金は純資産を増加させるものであり、損金（純資産の減少原因）には該当しない
- 法人税法22条3項各号のいずれにも該当せず、別段の定めもない
- 租税法規はみだりに規定の文言を離れて解釈すべきではない（租税法律主義）
- 口蹄疫免税臨特法は口蹄疫手当金についてのみ適用を定めており、原発事故賠償金への類推適用は許されない
- 口蹄疫手当金と本件賠償金は、災害の内容・金員の性質等において異なる

**復興特別法人税の納税義務（争点2）について**
- 復興財確法42条の「法人」の意味内容は文理上明確
- 原告は内国法人に該当し、復興特別法人税の納税義務者である
- 東日本大震災被災者であることを理由に「法人」から除外する解釈は許されない

**「正当な理由」の有無（争点3）について**
- 日弁連提言は新たな立法措置を講じることの提言であり、現行法の解釈論ではない
- 原告代表者は税務相談で課税対象である旨の説明を受けていた
- 顧問税理士も同席し、過少申告のリスクについて助言を受けることができた
- 真に納税者の責めに帰することのできない客観的事情があるとは認められない

### 条文・通達の解説
- **法人税法22条1項**：各事業年度の所得金額は益金の額から損金の額を控除した金額
- **法人税法22条3項**：損金の額に算入すべき金額は、売上原価、販売費・一般管理費、損失の額
- **口蹄疫免税臨特法2条1項**：口蹄疫手当金に係る利益の額を損金算入可能とする特例
- **国税通則法65条4項**：過少申告につき「正当な理由」がある場合は過少申告加算税を課さない
- **復興財確法42条**：法人は基準法人税額につき復興特別法人税を納める義務がある

---

## 13047: 法人税更正処分等取消請求事件

**大津地方裁判所 平成29年8月31日判決 | 請求棄却（一部却下）**

### 結論
- 平成26年1月期更正処分の取消しを求める訴えは却下（訴えの利益なし）
- その余の請求は棄却
- 買換資産が特定区域外にあるため、特別勘定による課税の特例は適用不可

### 事案の概要

**当事者関係**
- 原告：公衆浴場業等を目的とする特例有限会社（大津市）
- 丁：大阪市中央区の建物所有者（原告の賃貸人）

**経緯**
1. 原告は丁から大阪市中央区の建物を賃借し公衆浴場を営業
2. 平成24年3月、丁との賃貸借契約を合意解除し、立退料4000万円を受領
3. 原告は平成25年1月期の確定申告で、本件立退料を「賃借権等」の譲渡対価として特別勘定を設定
4. 平成25年4月、原告は滋賀県草津市の土地を購入（買換資産）
5. 原告は特別勘定の設定期間延長を2回申請
6. 処分行政庁が特別勘定による課税の特例の適用を否定し、更正処分等を実施

**金額等**
- 立退料：4000万円
- 特別勘定計上額：3083万0754円
- 買換土地購入価格：1000万円

### 争点
1. 平成26年1月期更正処分の取消請求に係る訴えの利益の有無
2. 特別勘定による課税の特例の適用の有無（本件賃借権等が譲渡資産に当たるか）

### 裁判所の判断

**訴えの利益（争点1）について**
- 平成26年1月期更正処分は減額更正処分（欠損金額を増額）
- 当初の確定申告より原告に有利な内容であり、救済を求める利益がない
- 訴えを却下

**特別勘定の適用（争点2）について**
- 買換え特例（措置法65条の7第1項）の適用には、買換資産が特定区域内にあることが必要
- 特定区域とは、都市計画法7条1項ただし書により区域区分を定めるものとされている区域内の市街化区域
- 滋賀県草津市は近畿圏整備法所定の既成都市区域・近郊整備区域のいずれにも該当しない
- したがって草津市は特定区域に該当せず、本件買換資産は買換資産の要件を満たさない
- 本件賃借権等が譲渡資産に当たるか否かを判断するまでもなく、特別勘定による課税の特例は適用不可

### 条文・通達の解説
- **租税特別措置法65条の7第1項**：特定の資産の買換えの場合の課税の特例。既成市街地等内の事務所等の譲渡に係る圧縮記帳を認める
- **租税特別措置法65条の8第1項**：特定の資産の譲渡に伴い特別勘定を設けた場合の課税の特例。取得指定期間内に買換資産を取得する見込みの場合に特別勘定を設定可能
- **都市計画法7条1項ただし書**：近畿圏整備法所定の既成都市区域・近郊整備区域を含む都市計画区域は区域区分を定めるものとする
- **近畿圏整備法2条3項・4項**：既成都市区域・近郊整備区域の定義

---

