# batch-178

---

## 12550: 各法人税更正処分取消等請求控訴事件

**東京高等裁判所 平成26年10月22日判決 | 控訴棄却（課税庁勝訴）**

### 結論
- 評価通達89（家屋の固定資産税評価額に倍率1.0を乗じる評価方法）は一般的な合理性を有する
- 築後約35年経過した木造家屋であっても、固定資産税評価額による評価が適正
- 本件更正処分等は適法

### 事案の概要
**当事者関係**
- 原告：贈与を受けた建物の取得者
- 乙：原告の贈与者（建物の共有持分を贈与）

**経緯**
- 原告は平成22年11月に乙から北海道苫小牧市所在の建物の共有持分10分の8の贈与を受けた
- 本件家屋は非木造部分（昭和49年新築）と木造部分（昭和50年増築、以下「本件木造部分」）から構成
- 原告は本件申告において固定資産税評価額に0.5を乗じて課税価格を算定
- 処分行政庁は評価通達89に基づき固定資産税評価額に1.0を乗じた価額により更正処分

**金額等**
- 本件家屋の固定資産税評価額：219万4,963円
- うち本件木造部分：77万7,480円
- 原告主張の課税価格：87万7,984円（固定資産税評価額×0.5×持分8/10）
- 処分行政庁の課税価格：175万5,970円（固定資産税評価額×1.0×持分8/10）

### 争点
本件更正処分等において本件木造部分につきその時価を超える価額によって課税した違法があるか

### 裁判所の判断
**評価通達89の合理性について**
- 「固定資産評価基準は、家屋の評価方法について、いわゆる再建築価格基準法を採用しているところ、同評価方法は、家屋の資産としての客観的価格を算出するための基本的なもの」
- 「一定年数に達してなお使用される家屋について、通常の維持補修を加えた状態において、家屋の効用を発揮し得る最低限の状態を捉えるとした場合に、建物が劣化していても、人が所有している限り何らかの効用が期待され、価値が生じているという考え方に基づく」
- 「最終残価率が20%であることについては、木造家屋の再建築価額全体に占める主要構造部の割合がおおむね20%であることに基づく」
- 「損耗減点補正率が規定されていることをも考慮すると、木造家屋について一定年数経過後の経年減点補正率を20%とすることについても合理性が認められる」

**耐用年数省令との比較について**
- 「減価償却は、減価償却資産に係る償却費用を毎期に適切に配分することを目的とするものであるのに対し、固定資産評価基準における経年減点補正率は、通常の維持補修を行うものとした場合において、その年数の経過に応じて通常生ずる減価を基礎としており、家屋として維持存続していることによる効用を把握することを目的とする」
- 「両者の趣旨・目的は異なる」
- 「固定資産評価の算出過程において、経年減点補正率のみを耐用年数省令の定める残存割合に置き換えることに合理性はない」

**特別の事情の有無について**
- 「本件木造部分が築後約35年を経過していること」「平成7年8月以降、空き屋となり、約15年3か月もの間、空き屋の状態になっている」という事情のみでは、「本件木造部分の客観的交換価値が評価通達89に基づいて算定された額よりも低いものであるとは認め難い」

### 条文・通達の解説
- **相続税法22条**：贈与により取得した財産の価額は取得時の時価による
- **財産評価基本通達89**：家屋の評価（固定資産税評価額に倍率1.0を乗じる）
- **固定資産評価基準**：経年減点補正率による減価（木造家屋の最終残価率20%）
- **耐用年数省令別表第11**：建物の残存割合（10%）

---

