# batch-188

---

## 12615: 法人税及び源泉所得税処分取消等請求上告事件

**最高裁判所 平成27年2月27日判決 | 上告棄却（課税庁勝訴）**

### 結論
- 納税者が、法令にしたがって負担すべき課税処分を受けたにすぎないときは、特定の表示を信頼して行動したことによって経済的不利益を受けたと認めることはできない
- 本件各更正処分等について、信義則の法理が適用される余地はない

### 条文・通達の解説
- **法人税法31条**：減価償却資産の償却費の計算
- **法人税法施行令56条**：耐用年数は財務省令（耐用年数省令）に定めるところによる
- **法人税法施行令57条**：耐用年数の短縮（所轄国税局長の承認が必要）
- **耐用年数省令1条1項1号**：建物等の耐用年数は別表1による（法定耐用年数）
- **耐用年数省令3条1項**：中古資産の耐用年数は見積耐用年数等によることができる（ただし事業供用年度に限る）
- **耐用年数取扱通達1-5-1**：中古資産の見積耐用年数等による算定は、事業供用年度においてすることができるが、当該事業年度においてその算定をしなかったときは、その後の事業年度においてはその算定をすることができない

---

## 12620: 法人税更正処分等取消請求事件

**名古屋地方裁判所 平成27年3月5日判決 | 請求棄却（課税庁勝訴）**

### 結論
- ゴルフ場の営業権は原告Bには帰属していなかった
- 原告Aから原告Bへの支払は寄附金に該当する
- 原告らの請求を棄却する

### 事案の概要
**当事者関係**
- 原告A：ゴルフ場運営会社（本件ゴルフ場の所有者）
- 原告B：生コンクリート製造販売会社（本件ゴルフ場を賃借して運営）
- E社：ゴルフ場買収会社
- 原告らは同族会社で、代表取締役は同一人物

**経緯**
- 原告Aは民事再生手続を経て、平成16年契約により原告Bにゴルフ場の運営を委託
- 平成20年、E社がゴルフ場を買収することが決定
- 原告Aは新設分割によりF社を設立し、F社株式をE社に20億5000万円で譲渡
- 原告らは平成20年9月1日付け契約を締結し、原告Aから原告Bに14億2000万円を支払い
- 原告らはうち13億5912万円余りを「営業権の対価」として処理し、損金算入
- 税務署長は営業権は存在せず、寄附金に該当するとして更正処分

**金額等**
- 本件株式譲渡代金：20億5000万円
- 本件金員（営業権対価とされた金額）：約13億5912万円

### 争点
1. 平成16年契約に基づき、原告Bが原告Aから営業権を譲り受けていたか
2. 原告Bが運営を続けたことにより、原告Bに営業権が生じていたか
3. 原告Bが営業権を有していなかった場合、本件金員の支払に合理的な理由があるか

### 裁判所の判断
**営業権の譲渡について**
- 平成16年契約書には、営業権の譲渡契約の本質的な要素（譲渡対象、譲渡価額、譲渡期日）を定めた規定が存在しない
- 原告Bは確定申告書添付の貸借対照表に営業権を計上していない
- 原告Bは原告Aに対し、営業権の対価を一切支払っていない
- 平成16年契約は単なる賃貸借契約であり、営業権の譲渡を伴うものではない

**原告Bへの営業権の発生について**
- 原告Bは赤字経営が常態化しており、超過収益力の要因となる諸条件があるとはいえない
- ゴルフ場の土地は原告Aの所有又は賃借であり、原告Bが独自の利益を保有しているわけではない
- 会員は原告Aと契約関係にあり、原告Bとの間に特別な取引関係はない
- 原告Bに企業会計上の「のれん」に当たる営業権は発生していない

**支払の合理性について**
- 賃借権等の解消の代償（立退料）として支払われたとの主張も、対価性は認められない
- 本件金員の支払に経済的合理性は認められず、寄附金に該当する

### 条文・通達の解説
- **法人税法37条7項**：寄附金の定義（金銭その他の資産又は経済的な利益の贈与又は無償の供与）
- **法人税法22条**：各事業年度の所得の金額の計算
- **消費税法2条**：定義規定
- **消費税法30条**：仕入税額控除
- **国税通則法65条**：過少申告加算税

---
