# batch-187

---

## 12606: 法人税更正処分取消請求事件

**東京地方裁判所 平成27年2月24日判決 | 請求棄却（課税庁勝訴）**

### 結論
- **措置法通達66の6-20**：特定外国子会社等の国内源泉所得に課された我が国の法人税等も外国法人税に含めることができる旨の取扱い

---

## 12613: 法人税更正処分取消等請求事件

**東京地方裁判所 平成27年2月26日判決 | 請求認容（納税者勝訴）**

### 結論
- 代表取締役から非常勤取締役への分掌変更に伴う退職慰労金は「退職給与」に該当する
- 本件第二金員（1億2500万円）は退職所得・退職給与として認められる
- 本件更正処分等及び本件告知処分等をいずれも取り消す

### 事案の概要
**当事者関係**
- 原告：機械設計製作等を目的とする株式会社
- 本件役員：原告の創業者、平成19年8月31日に代表取締役を辞任し非常勤取締役に

**経緯**
- 原告は本件役員に対する退職慰労金2億5000万円を決議
- 平成19年8月31日に第一金員7500万円を支払い
- 平成20年8月29日に第二金員1億2500万円を支払い
- 原告は第二金員を退職給与として損金算入、退職所得として源泉徴収
- 税務署長は第二金員は退職給与に該当せず賞与として取り扱うべきとして更正処分等

**金額等**
- 本件退職慰労金総額：2億5000万円
- 本件第一金員：7500万円（平成19年8月期）
- 本件第二金員：1億2500万円（平成20年8月期）

### 争点
1. 本件第二金員が退職基因要件を満たしているか
2. 本件第二金員が労務対価要件を満たしているか
3. 本件第二金員が一時金要件を満たしているか
4. 本件第二金員が法人税法上の退職給与に該当するか
5. 本件第二金員を平成20年8月期の損金に算入できるか
6. 更正通知書の理由付記の不備

### 裁判所の判断
**退職基因要件**
- 本件役員は代表取締役を辞任し非常勤取締役となり、報酬も月額87万円から40万円に減額
- 分掌変更後の職務内容・勤務実態・報酬等を総合的に判断すると、実質的に退職したと同様の事情にあると認められる

**労務対価要件**
- 本件退職慰労金は退職慰労金規程に基づき算出されており、従来の継続的な勤務に対する報償の性質を有する

**一時金要件**
- 分割払いとしたのは原告の資金繰り上の理由によるものであり、退職慰労金の総額は本件分掌変更時に確定していた
- 3年以内の分割払いは一時金要件を満たす

**損金算入時期**
- 法人税基本通達9-2-28ただし書により、実際に支払った日の属する事業年度において損金経理することが認められる
- 本件第二金員を平成20年8月期の損金に算入することは適法

### 条文・通達の解説
- **所得税法30条1項**：退職所得の定義（退職により一時に受ける給与）
- **法人税法34条1項**：役員給与の損金不算入（退職給与は損金算入可能）
- **法人税基本通達9-2-28**：退職給与の損金算入時期（原則は株主総会決議等の日、ただし書で支給日も可）
- **所得税基本通達30-2**：分掌変更等に伴う退職所得の取扱い

---
