# batch-211

---

## 12881: 法人税更正処分等取消請求控訴事件

**東京高等裁判所 平成28年7月14日判決 | 控訴棄却**

### 結論
- **法人税基本通達7-3-16の2**：減価償却資産以外の固定資産の取得価額も、上記の例による
- **法人税基本通達7-1-2**：貴金属を素材とする製造用設備で、一定期間使用後に素材に還元し鋳直して再使用するものは減価償却資産に該当しない

---

## 12892: 国家賠償請求事件（事件名不詳）

**東京地方裁判所 平成28年7月28日判決 | 請求棄却**

### 結論
- 僧侶の妻帯が行われていることをもって宗教法人に課税しないことは違法ではない
- 僧侶の妻帯の有無は宗教法人の設立要件でも非課税の要件でもない
- 国家賠償請求は認められない

### 事案の概要
**当事者関係**
- 原告：僧侶として仏教界を憂える者
- 被告：国

**経緯**
1. 原告は、日本の仏教の主要宗派において僧侶の妻帯が行われていることは不当であると主張
2. 妻帯する僧侶がいる宗教法人は宗教法人としての実質を欠くと主張
3. 国税庁長官がこれら宗教法人に課税していないことは違法であるとして国家賠償を請求

**金額等**
- 請求額：慰謝料2000万円

### 争点
1. 国税庁長官が僧侶の妻帯のある宗教法人に課税しないことが違法か
2. 原告の損害額

### 裁判所の判断
**宗教法人の成立要件**
- 宗教法人法上、宗教法人の成立には、規則の作成、所轄庁の認証、設立登記が必要
- 僧侶が妻帯していないことを要件とする法令の規定は存在しない
- したがって、僧侶の妻帯の有無にかかわらず、成立要件を満たせば宗教法人は成立

**非課税の要件**
- 法人税法7条等において、宗教法人に対して一定範囲で非課税とする規定がある
- 僧侶が妻帯していないことを非課税の要件とする規定は存在しない
- 国税庁長官が、僧侶の妻帯の有無にかかわらず、所定範囲で非課税としたことに職務上の義務違反はない

**原告の主張に対する判断**
- 原告の主張は意見としては傾聴に値する部分がないではない
- しかし、法的な意味において、国税庁長官の非課税措置の違法性の有無に影響を与えるものではない

### 条文・通達の解説
- **宗教法人法2条**：宗教団体の定義。宗教の教義を広め、儀式行事を行い、信者を教化育成することを主たる目的とする団体
- **宗教法人法12条〜15条**：宗教法人の設立手続。規則の作成、所轄庁の認証、設立登記による成立
- **法人税法7条**：公益法人等の非課税規定。宗教法人は収益事業から生じた所得以外は非課税
- **国家賠償法1条1項**：公務員が職務上の義務に違反して損害を与えた場合の国の賠償責任

---
