# batch-041

---

## 11187: 青色申告承認取消処分取消等請求控訴事件

**東京高等裁判所 平成21年4月23日判決 | 棄却**

### 結論
**控訴人の主張の排斥**
- 法人税基本通達や所得税基本通達は裁判所を拘束しない
- 「信用の供与」という解釈基準は同号の趣旨から当然に導かれるものではない
- 本件造船契約において、被控訴人が約定どおり船舶を引き渡せば返還条項の適用はなく、本件分割払金の支払をもって「信用の供与」ということ自体無理がある

**法定解除との比較**
- 約定解除も法定解除も、解除の効果として原状回復義務が生じ遅延損害金が発生する点では同じ
- 遅延損害金の割合が約定利率か法定利率かで別異に扱う合理的理由はない

**予備的主張の排斥**
- 解除権行使後は確定的に返還を要する金員となっていたとの主張も、「信用の供与」を重視する解釈基準を前提とするものであり採用できない

### 条文・通達の解説
- **所得税法161条6号**：国内源泉所得の一類型として「貸付金（これに準ずるものを含む。）の利子」を規定
- **所得税法212条**：非居住者・外国法人に対する源泉徴収義務
- **所得税法施行令283条1項1号**：「貸付金に準ずるもの」に「資産の譲渡又は役務の提供の対価に係る債権」（6か月超の延べ払いの場合）を含むと規定
- **法人税基本通達20-1-19**：「貸付金に準ずるもの」の例示として「前渡金」を挙げる

---

## 11191: 法人税更正処分取消請求事件

**東京地方裁判所 平成21年4月28日判決 | 棄却**

### 結論
- 原告の請求をいずれも棄却
- 役員報酬の仮装経理による損金不算入及びDESによる債務消滅益の認定は適法

### 事案の概要
**当事者関係**
- 原告：自動ドア・エレベーター等の製作販売等を目的とする株式会社
- 甲：原告代表取締役
- G：甲の実兄、原告の使用人兼役員（B社への出向者）
- B株式会社：原告の100%子会社（平成15年4月25日原告に吸収合併）
- C（有限会社）：甲が代表取締役、原告株式の約44%を保有

**役員報酬の仮装経理**
- 原告はGに対し、平成10年6月〜平成12年8月の間、毎月70万円の特別手当を上乗せ支給
- Gは税等諸控除後の金額を甲に現金で手渡していた
- 原告は出向者への給与として貸付金に振替処理

**DES（デット・エクイティ・スワップ）**
- H社から原告への貸付債権（5億円）がC社に譲渡（代金1億6200万円）
- 平成15年2月28日、C社が本件貸付債権のうち4億3040万円を現物出資して原告の新株80万株を引受け
- 原告は債務消滅益を計上せず、資本金・資本準備金の増加のみを経理

**金額等**
- 役員報酬（仮装経理）：平成11年5月期・平成12年5月期各840万円、平成13年5月期210万円
- DESによる債務消滅益：約2億6840万円（債権帳簿価額1億6200万円と債務額4億3040万円の差額）

### 争点
1. 役員報酬の損金不算入の適否
2. 本件DESについて債務消滅益が生ずるか否か
3. 本件自己株式の譲渡について債務消滅益が生ずるか否か

### 裁判所の判断
**争点1（役員報酬の損金不算入）について**
- 本件特別手当額等は、出向社員Gへの給与ではなく、原告代表者甲に対する役員報酬
- 原告はGに支給したと仮装して実際には甲に支給していた
- 法人税法34条2項の「事実を隠ぺいし、又は仮装して経理をすることによりその役員に対して支給する報酬の額」に該当

「本件特別手当額等は、Ｇに対する出向社員の給与ではなく、原告代表者の指示により当初から原告代表者に支給されることが予定された原告から原告代表者に対する代表取締役の役員報酬であり、原告は本件特別手当額等をＧに支給したと仮装して実際には原告代表者に支給していたものと認めるのが相当である」

**争点2（DESによる債務消滅益）について**
- 法令上、DESを直接実現する制度は存在しない
- 現物出資の制度を利用する以上、関係法令の適用を免れない
- 適格現物出資の場合、出資された債権の取得価額は現物出資法人（C社）の帳簿価額（1億6200万円）
- 混同により消滅した債務額（4億3040万円）との差額について債務消滅益が発生

「ＤＥＳは、旧商法における現物出資の制度を適用して行われるものであり、出資された債権の時価が券面額に満たないときは、混同により消滅した券面額との差額につき債務消滅益が発生する」

**原告の主張の排斥**
- 東京地裁商事部が券面額説を採用したことをもって、課税実務において券面額による評価の運用がされていた事実はない
- 平成18年改正は適格現物出資の規定内容に実質的変更なし

### 条文・通達の解説
- **法人税法34条2項**：事実を隠ぺい・仮装して経理することにより役員に支給する報酬は損金不算入
- **法人税法22条2項**：益金算入の対象取引。資本等取引以外の取引に係る収益を益金算入
- **法人税法2条12号の14**：適格現物出資の定義
- **法人税法62条の4第1項**：適格現物出資による資産等の帳簿価額による譲渡
- **法人税法施行令123条の5**：適格現物出資における資産の取得価額（現物出資法人の帳簿価額）
- **法人税法2条17号ト**：適格現物出資に係る資本積立金額の計算
- **国税通則法68条1項**：重加算税の賦課要件
- **国税通則法70条5項**：偽りその他不正の行為による場合の更正期間の特例（7年）

---

