# batch-049

---

## 11247: 法人税更正処分取消等請求上告事件

**最高裁判所 平成21年7月16日判決 | 取消（上告棄却）**

### 結論
**争点2について（国外関連者該当性）**

> 「措置法施行令39条の12第1項3号ハにおいて、『当該他方の法人がその事業活動に必要とされる資金の相当部分を当該一方の法人からの借入れにより、又は当該一方の法人の保証を受けて調達していること』と定めている。本件において、Cは、その事業活動に必要とされる資金の相当部分を原告から借り入れており、措置法施行令39条の12第1項3号ハの要件を満たすから、措置法66条の4第3項に定める原告の『国外関連者』に該当する。」

**争点2について（寄附金該当性）**

裁判所は、以下の事情を総合的に考慮し、本件各資金提供・債権放棄が寄附金に該当すると判断した。

- 原告とCとの間に資本関係はなく、CはF1事業のために設立された乙個人の法人
- 原告がF1事業から受領できる経済的利益は債務保証手数料のみ
- F1事業は当初から成功の見込みがほとんどなく、資金全額が回収不能となる可能性が高かった
- 乙や原告取締役は担保提供当時、資金の全額回収不能を想定していた
- 原告は十分な審査・調査をせず担保提供を承認
- 原告はCから資金を回収することを全く期待していなかった

> 「原告が貸付けの形で本件各資金提供を行い、その後本件債権放棄をしたことは、実質的にみれば、原告がCに対して金銭を無償で交付したものと評価することが相当であり、旧法人税法37条6項の『寄附金』に該当する。」

### 条文・通達の解説
- **措置法66条の4第3項**：国外関連者に対する寄附金は全額損金不算入
- **措置法66条の4第1項**：国外関連者の定義（発行済株式の50%以上保有等の特殊関係）
- **措置法施行令39条の12第1項3号ハ**：事業資金の相当部分を借入れ又は保証で調達している場合も特殊関係に該当
- **法人税法37条6項・7項**：寄附金の定義（対価性のない資産・経済的利益の贈与・無償供与）
- **法人税法施行令78条**：寄附金の支出時期（支払時まで寄附金なし）

---
