# batch-192

---

## 12657: 法人税更正処分取消等請求事件

**東京地方裁判所 平成27年4月24日判決 | 取消（請求棄却・納税者敗訴）**

### 結論
1. 残余利益分割法による独立企業間価格の算定の適否
2. マナウス税恩典利益の帰属と考慮の要否
3. 比較対象企業との比較可能性

### 裁判所の判断
**マナウス税恩典利益について**
- マナウス税恩典とは、マナウスフリーゾーンで事業活動を行う法人が享受できる輸入税・州税（ICMS）の減免による税制上の利益
- この利益により売上原価が低減し、利益が増大する効果がある
- B社等はマナウス税恩典を享受しているが、課税庁が選定したブラジル側比較対象企業はマナウスフリーゾーン外で事業を行い、同恩典を享受していない
- 両者の間には市場の類似性がなく、比較可能性を欠く

**残余利益分割法の適用について**
- 課税庁はマナウス税恩典利益の影響について何らの差異調整をしないまま、残余利益分割法を適用して独立企業間価格を算定した
- この算定方法は、マナウス税恩典利益がB社等に帰属すべきものであることを考慮していない点で誤り
- 本件国外関連取引の対価が独立企業間価格に満たないとの立証があるとは認められない
- したがって、本件各更正等は違法である

**控訴人（国）の補充主張に対する判断**
- 国は、マナウス税恩典が総費用営業利益率に重要な影響を与えないと主張
- しかし、マナウス税恩典利益がB社等の営業利益に大きな影響を及ぼしたことは明らか
- 差異調整なしに比較対象企業と比較することは不適切

### 条文・通達の解説
- **租税特別措置法66条の4（国外関連者との取引に係る課税の特例）**：移転価格税制の根拠規定。国外関連者との取引が独立企業間価格と異なる場合、独立企業間価格で行われたものとみなして課税する。
- **措置法施行令39条の12第8項（利益分割法）**：独立企業間価格の算定方法の一つ。残余利益分割法は、基本的利益を控除した後の残余利益を無形資産等の貢献度に応じて配分する方法。
- **国税通則法65条（過少申告加算税）**：過少申告に対する加算税の規定。

---

## 12664: 消費税更正処分取消等請求事件

**東京地方裁判所 平成27年5月14日判決 | 取消（請求棄却・納税者敗訴）**

### 結論
- 原告（法人）の請求をいずれも棄却
- 税務調査は社会通念上相当な範囲を逸脱しておらず適法
- 帳簿及び請求書等を税務職員の検査に適時に提示可能な態勢で保存していなかったため、仕入税額控除は認められない
- 法人税の青色申告承認取消処分も適法

### 事案の概要
**当事者関係**
- 原告：産業廃棄物及び一般廃棄物の収集・運搬・処理等を目的とする株式会社
- 本店所在地：神奈川県相模原市
- 営業本部：神奈川県愛甲郡

**経緯**
- 原告は平成20年12月期・平成21年12月期の消費税等について、仕入税額控除を適用して確定申告
- 東京国税局・相模原税務署の職員が平成22年7月から平成23年4月まで税務調査を実施
- 調査初日、平成17年12月期以前の総勘定元帳等は提示されたが、平成18年12月期以後の総勘定元帳は提示されず
- その後も原告は調査に一切応じず、帳簿書類を提示しなかった
- 課税庁は、帳簿及び請求書等の保存がないとして仕入税額控除を否認する更正処分を行った
- 併せて、帳簿書類の備付け・保存がないとして青色申告承認取消処分を行った

**金額等**
- 平成20年12月期：消費税差引税額665万9300円を超える部分の取消請求
- 平成21年12月期：消費税差引税額1041万0200円を超える部分の取消請求
- 過少申告加算税：平成20年12月期451万4000円、平成21年12月期251万3000円

### 争点
1. 本件各処分の取消原因となるべき本件調査の違法の有無
2. 消費税法30条7項該当性（帳簿及び請求書等の保存の有無）
3. 法人税法127条1項1号該当性（帳簿書類の保存の有無）

### 裁判所の判断
**争点1（調査の違法性）について**
- 原告は、調査担当職員が早朝から自宅に押しかけ、身体検査を行い、脅迫的言動があったなどと主張
- しかし、調査担当職員は事前に電話で調査日程を調整し、原告の同意を得て本件営業本部に臨場した
- 身体検査を行った事実は認められず、帳簿書類の提示を求めたにすぎない
- 調査は社会通念上相当な範囲を逸脱するものではなく、税務職員の合理的な選択の範囲内の調査であった

**争点2（消費税法30条7項該当性）について**
- 消費税法30条7項の「帳簿及び請求書等を保存しない場合」とは、税務職員の検査に当たって適時にこれを提示することが可能なように態勢を整えて保存していない場合を含む
- 原告は、平成23年4月18日の処分時まで、調査に一切応じず、総勘定元帳等を提示しなかった
- したがって、帳簿及び請求書等を検査に適時に提示可能な態勢で保存していなかったといえる
- 「やむを得ない事情」についても、代表者の病状が帳簿等を提示できないほどであったとは認められない

**争点3（法人税法127条1項1号該当性）について**
- 法人税法126条1項は、青色申告法人に対し、税務職員の検査に適時に提示可能な態勢で帳簿書類を保存することを義務付けている
- 原告は帳簿書類を適時に提示可能な態勢で保存していなかったから、同法127条1項1号に該当する
- 青色申告承認取消処分は適法

### 条文・通達の解説
- **消費税法30条（仕入れに係る消費税額の控除）**：課税仕入れに係る消費税額を控除する規定。7項は帳簿及び請求書等を保存しない場合には適用しないと定める。
- **消費税法30条7項ただし書**：災害その他やむを得ない事情により保存できなかったことを証明した場合は、保存がなくても控除を認める。
- **法人税法126条1項（青色申告法人の帳簿書類）**：青色申告法人は、財務省令で定めるところにより帳簿書類を備え付け、取引を記録し、保存しなければならない。
- **法人税法127条1項（青色申告の承認の取消し）**：帳簿書類の備付け・記録・保存が規定どおり行われていない場合等は、青色申告の承認を取り消すことができる。
- **国税通則法70条（更正・決定等の期間制限）**：更正処分等ができる期間を定める規定。

---
