# batch-216

---

## 12944: 法人税更正処分取消等請求控訴事件

**東京高等裁判所 平成28年12月14日判決 | 控訴棄却**

### 結論
### 裁判所の判断
- 本件申立ての理由によれば、本件は民訴法318条1項により受理すべきものとは認められない
- **上告不受理決定**

### 条文・通達の解説
- **民事訴訟法318条1項**：上告受理の申立ての要件を定める規定。最高裁判所は、原判決に最高裁判所の判例と相反する判断がある事件その他の法令の解釈に関する重要な事項を含むものと認められる事件について、申立てにより上告審として事件を受理することができる

---

## 12949: 更正処分等取消請求事件

**東京地方裁判所 平成28年12月22日判決 | 棄却**

### 結論
- 原告らの請求をいずれも棄却
- 訴訟費用は原告らの負担

### 事案の概要
**当事者関係**
- 原告B：内国法人（株式会社）
- 承継前原告乙：原告Bの当時の代表取締役（訴訟係属中に死亡）
- 原告丙・原告甲：承継前原告の相続人
- 被告：国

**問題となった取引**
1. 原告B及び承継前原告は、米国ワシントン州法に基づくリミテッド・パートナーシップ（LPS）の持分を取得
2. C-LPS：平成17年3月31日に原告Bが37%、同年6月30日に承継前原告が12.5%の持分取得
3. F-LPS：平成21年10月31日に承継前原告が10.5%の持分取得
4. 各LPSは米国ワシントン州所在の建物の所有・管理・運営を事業目的

**経緯**
1. 原告Bは、LPS事業に供される不動産の減価償却費を損金算入して法人税申告
2. 承継前原告は、LPS事業による損益を不動産所得として所得税申告・更正請求
3. 京橋税務署長は、LPSが所得税法2条1項7号及び法人税法2条4号の「外国法人」に該当するとして更正処分等
4. 原告らは処分の取消しを求めて提訴

**金額等**
- 原告Bに対する更正処分：平成18年3月期から平成22年3月期の法人税
- 承継前原告に対する更正処分：平成19年分から平成23年分の所得税

### 争点
1. 本件各LPSが所得税法2条1項7号等に定める外国法人に該当するか否か
2. 本件C建物の減価償却費を原告Bの損金に算入することの可否
3. 本件各不動産事業により生じた損益を承継前原告の不動産所得に算入することの可否
4. 国税通則法65条4項に定める「正当な理由」の有無

### 裁判所の判断
1. **外国法人該当性の判断基準（平成27年最高裁判決）**
   - 判断基準1：設立根拠法令の規定の文言や法制の仕組みから、当該組織体が日本法上の法人に相当する法的地位を付与されていることが疑義のない程度に明白か
   - 判断基準2：上記で判断できない場合、当該組織体が権利義務の帰属主体であると認められるか

2. **州LPS法・州PS法の規定**
   - パートナーシップは「パートナーと異なる主体（entity）」
   - パートナーシップにより取得された財産はパートナーシップの財産であり、パートナー個人の財産ではない
   - パートナーはパートナーシップの財産の共同所有者ではない
   - 全てのGPはパートナーシップの義務に対し連帯して責任を負う

3. **本件各LPSの外国法人該当性**
   - 本件各LPSは、自ら法律行為の当事者となることができ、かつ、その法律効果が本件各LPSに帰属すると認められる
   - **権利義務の帰属主体であり、外国法人に該当する**

4. **損金算入・必要経費算入の可否**
   - 本件各LPSが外国法人に該当する以上、原告Bは本件C建物を有するものではなく、減価償却費の損金算入は認められない
   - 本件各不動産事業により生じた所得は承継前原告の不動産所得に該当せず、損益の必要経費等への算入は認められない

### 条文・通達の解説
- **所得税法2条1項7号**：「外国法人」の定義規定。外国の法令に準拠して設立された法人
- **法人税法2条4号**：「外国法人」の定義規定。内国法人以外の法人
- **平成27年最高裁判決**：米国デラウェア州のLPSが外国法人に該当するとした判決（最判平成27年7月17日民集69巻5号1253頁）

---

