id	date	court	title	result	keywords	laws
11024	2008-09-16	最高裁判所	法人税更正処分等取消請求上告受理申立事件	取消	更正処分	
11025	2008-09-16	最高裁判所	法人税更正処分等取消請求上告受理申立事件	取消	更正処分	
11026	2008-09-16	最高裁判所	法人税更正処分等取消請求上告受理申立事件	取消	更正処分	
11027	2008-09-16	最高裁判所	法人税更正処分等取消請求上告受理申立事件	取消	更正処分	
11028	2008-09-16	最高裁判所	法人税更正処分等取消請求上告受理申立事件	取消	更正処分	
11029	2008-09-16	最高裁判所	法人税更正処分等取消請求上告受理申立事件	取消	更正処分	
11030	2008-09-16	最高裁判所	法人税更正処分等取消請求上告受理申立事件	取消	更正処分	
11031	2008-09-16	最高裁判所	法人税更正処分等取消請求上告受理申立事件	取消	更正処分	
11032	2008-09-16	最高裁判所	法人税更正処分等取消請求上告事件	取消	更正処分	
11039	2008-09-29	名古屋地方裁判所	所得税更正処分取消等請求事件	取消	更正処分,過少申告加算税	所得税法33条,所得税法35条
11042	2008-10-01	東京高等裁判所	課税処分取消請求控訴事件	取消	更正処分,課税処分,重加算税,過少申告加算税,無申告加算税	国税通則法65条,法人税法34条
11044	2008-10-01	山口地方裁判所	損害賠償請求事件	棄却	国家賠償,損害賠償	
11045	2008-10-03	東京地方裁判所	法人税更正処分取消等請求事件	取消	更正処分,過少申告加算税	国税通則法23条,国税通則法65条,租税特別措置法66条の6
11046	2008-10-07	最高裁判所	法人税重加算税賦課決定処分取消請求上告及び上告受理申立事件	取消	重加算税	
11055	2008-10-21	京都地方裁判所	所得税更正処分取消等請求事件	取消	更正処分,必要経費	所得税法27条,消費税法4条
11057	2008-10-24	最高裁判所	法人税更正処分等取消請求上告受理申立事件	取消	更正処分	
11061	2008-10-30	東京高等裁判所	法人税更正処分取消等請求控訴事件	取消	更正処分,課税処分,過少申告加算税	国税通則法65条,租税特別措置法66条の4
11063	2008-10-30	名古屋地方裁判所	消費税更正処分取消等請求事件	取消	更正処分,課税処分,過少申告加算税	消費税法2条
11064	2008-10-30	名古屋地方裁判所	法人税更正等取消請求事件	取消	更正処分,重加算税,過少申告加算税	行政事件訴訟法14条
11066	2008-10-30	名古屋地方裁判所	消費税等の更正処分等取消請求事件	取消	更正処分,重加算税,過少申告加算税	国税通則法68条,消費税法2条
11068	2008-10-31	東京地方裁判所	青色申告承認取消処分取消等請求事件	取消	更正処分,重加算税,過少申告加算税,青色申告	国税通則法68条
11069	2008-11-06	岡山地方裁判所	法人税更正処分取消請求事件	取消	更正処分,損金算入,交際費,青色申告	
11073	2008-11-13	神戸地方裁判所	法人税更正処分取消請求事件	取消	更正処分,課税処分,重加算税,過少申告加算税	国税通則法70条
11074	2008-11-13	大阪高等裁判所	法人税更正処分取消等請求控訴事件	取消	更正処分,課税処分,過少申告加算税,必要経費	
11075	2008-11-14	福岡高等裁判所	法人税更正処分取消請求控訴事件	取消	更正処分	
11081	2008-11-26	長野地方裁判所	国家賠償請求事件	棄却	国家賠償	
11084	2008-11-27	東京地方裁判所	更正処分賦課決定処分取消等請求事件	取消	更正処分,課税処分,過少申告加算税	国税徴収法39条,行政事件訴訟法14条
11085	2008-11-27	東京地方裁判所	法人税更正処分等取消請求事件	取消	更正処分,重加算税,過少申告加算税	国税通則法68条,国税通則法70条,租税特別措置法66条の6
11090	2008-11-28	福岡地方裁判所	法人税更正処分等取消請求事件	取消	更正処分,過少申告加算税	国税通則法65条,法人税法22条
11091	2008-11-28	東京地方裁判所	法人税更正処分取消等請求事件	取消	更正処分,課税処分,過少申告加算税	国税通則法70条
11092	2008-11-28	東京高等裁判所	過誤納金還付請求控訴事件	棄却	更正処分,不当利得	
11095	2008-12-01	大分地方裁判所	法人税更正処分等取消請求事件	取消	更正処分,過少申告加算税	
11096	2008-12-01	大分地方裁判所	法人税更正処分等取消請求事件	取消	更正処分,過少申告加算税,損金算入,寄附金,役員報酬	国税通則法65条,法人税法34条
11097	2008-12-02	東京高等裁判所	法人税更正処分取消等請求控訴事件	取消	更正処分,過少申告加算税,益金算入,損害賠償	
11103	2008-12-11	最高裁判所	法人税更正処分等取消請求上告受理申立事件	取消	更正処分	
11107	2008-12-18	名古屋地方裁判所	所得税更正処分取消等請求事件	取消	更正処分,過少申告加算税,青色申告	国税通則法65条,所得税法157条
11112	2008-12-24	松山地方裁判所	法人税更正処分等取消請求事件	取消	更正処分,過少申告加算税,損金算入,寄附金	国税通則法65条,法人税法22条,法人税法37条
11113	2008-12-24	松山地方裁判所	法人税更正処分等取消請求事件	取消	更正処分,課税処分,過少申告加算税,交際費	国税通則法65条,法人税法22条,法人税法37条
11115	2009-01-14	神戸地方裁判所	法人税通知処分取消請求事件	取消	青色申告	国税通則法23条,国税通則法68条
11116	2009-01-16	東京地方裁判所	法人税更正処分取消等請求事件	取消	更正処分,過少申告加算税,青色申告	国税通則法65条
11125	2009-01-27	福岡地方裁判所	所得税更正処分等取消請求事件	取消	更正処分,過少申告加算税	所得税法34条
